HeatMiser_ID	Distance_Feature	Speeding_Feature	Location Type	OSHA
2018_1456	49.71	4	Office	Safe
2018_1457	52.01	7	Office	Safe
2018_1458	45.64	3	Office	Safe
2018_1459	54.27	5	Office	Safe
2018_1460	60.7	3	Office	Safe
2018_1461	58.88	6	Office	Safe
2018_1462	53.27	19	Office	Compliant
2018_1463	57.98	6	Office	Safe
2018_1464	171.19	10	Warehouse	Safe
2018_1465	60.41	8	Office	Safe
2018_1466	50.52	7	Office	Safe
2018_1467	63.96	6	Office	Safe
2018_1468	165.09	4	Warehouse	Safe
2018_1469	35.17	9	Office	Safe
2018_1470	149.71	78	Warehouse	NonCompliant
2018_1471	51.44	5	Office	Safe
2018_1472	39.33	6	Office	Safe
2018_1473	45.77	4	Office	Safe
2018_1474	46.6	4	Office	Safe
2018_1475	45.02	5	Office	Compliant
2018_1476	49.09	5	Warehouse	Safe
2018_1477	55.97	14	Office	Safe
2018_1478	8.27	6	Office	Safe
2018_1479	15.91	6	Office	Safe
2018_1480	165.07	52	Warehouse	Safe
2018_1481	56.28	4	Warehouse	Safe
2018_1482	161.6	6	Warehouse	NonCompliant
2018_1483	46.99	13	Office	Compliant
2018_1484	65.27	6	Warehouse	Safe
2018_1485	26.27	24	Office	Safe
2018_1486	100.34	6	Office	Safe
2018_1487	5.59	64	Office	NonCompliant
2018_1488	71.24	48	Office	Compliant
2018_1489	207.08	4	Office	Safe
2018_1490	57.86	6	Office	NonCompliant
2018_1491	52.73	3	Office	Compliant
2018_1492	37.25	8	Warehouse	Safe
2018_1493	46.31	2	Office	Compliant
2018_1494	26.46	6	Office	Safe
2018_1495	105.07	6	Office	Safe
2018_1496	56.13	15	Office	Safe
2018_1497	57.68	2	Warehouse	Safe
2018_1498	27.48	5	Office	Compliant
2018_1499	49.41	7	Office	NonCompliant
2018_1500	37.66	2	Warehouse	Safe
2018_1501	34.94	15	Office	Safe
2018_1502	89.05	5	Office	Safe
2018_1503	42.97	8	Office	Safe
2018_1504	46.09	35	Office	Compliant
2018_1505	40.34	2	Office	Safe
2018_1506	43.3	5	Office	Safe
2018_1507	41.23	6	Office	Safe
2018_1508	170.73	11	Warehouse	Safe
2018_1509	158.61	71	Warehouse	NonCompliant
2018_1510	46.59	4	Office	Safe
2018_1511	53.4	45	Office	NonCompliant
2018_1512	62.86	21	Office	Compliant
2018_1513	146.8	18	Warehouse	Safe
2018_1514	34.55	7	Office	Safe
2018_1515	178.34	9	Warehouse	Safe
2018_1516	165.71	6	Warehouse	Safe
2018_1517	149.91	5	Warehouse	Safe
2018_1518	166.36	1	Warehouse	Safe
2018_1519	61.08	24	Office	Compliant
2018_1520	51.91	6	Office	Safe
2018_1521	40.4	2	Office	Safe
2018_1522	60.39	7	Office	Safe
2018_1523	53.08	5	Office	Safe
2018_1524	49.53	7	Office	Safe
2018_1525	52.07	3	Office	Safe
2018_1526	43.65	5	Office	Safe
2018_1527	234.52	88	Warehouse	NonCompliant
2018_1528	56.07	7	Office	Safe
2018_1529	59.26	32	Office	Compliant
2018_1530	42.49	5	Office	Safe
2018_1531	53.59	2	Office	Safe
2018_1532	51.35	6	Office	Safe
2018_1533	39.81	25	Office	Compliant
2018_1534	68.18	5	Office	Safe
2018_1535	57.82	1	Office	Safe
2018_1536	38.93	1	Office	Safe
2018_1537	51.7	37	Office	Compliant
2018_1538	27.86	8	Office	Safe
2018_1539	188.61	9	Warehouse	Safe
2018_1540	50.93	30	Office	Compliant
2018_1541	23.9	6	Office	Safe
2018_1542	59.71	4	Office	Safe
2018_1543	34.79	4	Office	Safe
2018_1544	44.63	2	Office	Safe
2018_1545	50.29	39	Office	Compliant
2018_1546	49.08	5	Office	Safe
2018_1547	66.08	4	Office	Safe
2018_1548	178.52	17	Warehouse	Safe
2018_1549	48.83	24	Office	Compliant
2018_1550	58.09	3	Office	Safe
2018_1551	50.79	4	Office	Safe
2018_1552	182.16	6	Warehouse	Safe
2018_1553	45.21	7	Office	Safe
2018_1554	51.3	5	Office	Safe
2018_1555	44.7	4	Office	Safe
2018_1556	51.31	6	Office	Safe
2018_1557	45.05	4	Office	Safe
2018_1558	156.76	15	Warehouse	Safe
2018_1559	38.63	4	Office	Safe
2018_1560	43.47	33	Office	Compliant
2018_1561	41.31	6	Office	Safe
2018_1562	24.9	8	Office	Safe
2018_1563	43.35	3	Office	Safe
2018_1564	52.07	5	Office	Safe
2018_1565	41.22	39	Office	Compliant
2018_1566	53.21	39	Office	Compliant
2018_1567	46.74	4	Office	Safe
2018_1568	50.18	8	Office	Safe
2018_1569	60.78	6	Office	Safe
2018_1570	40.1	4	Office	Safe
2018_1571	48.91	0	Office	Safe
2018_1572	48.64	4	Office	Safe
2018_1573	46.92	33	Office	Compliant
2018_1574	159.14	8	Warehouse	Safe
2018_1575	56.32	8	Office	Safe
2018_1576	151.88	4	Warehouse	Safe
2018_1577	57.19	19	Office	Compliant
2018_1578	188.26	14	Warehouse	Safe
2018_1579	203.38	8	Warehouse	Safe
2018_1580	171.7	12	Warehouse	Safe
2018_1581	29.69	6	Office	Safe
2018_1582	43.27	4	Office	Safe
2018_1583	200.64	10	Warehouse	Safe
2018_1584	64.77	5	Office	Safe
2018_1585	49.38	3	Office	Safe
2018_1586	55.79	5	Office	Safe
2018_1587	54.32	3	Office	Safe
2018_1588	44.22	5	Office	Safe
2018_1589	48.84	7	Office	Safe
2018_1590	60.85	5	Office	Safe
2018_1591	43.26	2	Office	Safe
2018_1592	38.26	5	Office	Safe
2018_1593	52.59	5	Office	Safe
2018_1594	46.72	3	Office	Safe
2018_1595	185.7	17	Warehouse	Safe
2018_1596	64.32	3	Office	Safe
2018_1597	48.62	9	Office	Safe
2018_1598	63.02	3	Office	Safe
2018_1599	53.08	2	Office	Safe
2018_1600	46.97	13	Office	Safe
2018_1601	41.31	5	Office	Safe
2018_1602	54.09	5	Office	Safe
2018_1603	50.38	5	Office	Safe
2018_1604	60.71	6	Office	Safe
2018_1605	47.47	7	Office	Safe
2018_1606	43.32	4	Office	Safe
2018_1607	121.07	57	Warehouse	Compliant
2018_1608	54.89	3	Office	Safe
2018_1609	69.54	7	Office	Safe
2018_1610	52.9	6	Office	Safe
2018_1611	188.59	16	Warehouse	Safe
2018_1612	60.32	3	Office	Safe
2018_1613	171.29	19	Warehouse	Safe
2018_1614	33.32	4	Office	Safe
2018_1615	194.13	11	Warehouse	Safe
2018_1616	38.06	7	Office	Safe
2018_1617	53.12	30	Office	Compliant
2018_1618	38.23	2	Office	Safe
2018_1619	173.2	16	Warehouse	Safe
2018_1620	48.47	20	Office	Compliant
2018_1621	37.06	8	Office	Safe
2018_1622	49.19	3	Office	Safe
2018_1623	50.07	4	Office	Safe
2018_1624	200.05	9	Warehouse	Safe
2018_1625	52.03	3	Office	Safe
2018_1626	39.56	5	Office	Safe
2018_1627	39.64	31	Office	Compliant
2018_1628	180.06	8	Warehouse	Safe
2018_1629	140.49	7	Warehouse	Safe
2018_1630	53.36	25	Office	Compliant
2018_1631	39.04	4	Office	Safe
2018_1632	43.64	5	Office	Safe
2018_1633	156.61	20	Warehouse	Safe
2018_1634	39.84	1	Office	Safe
2018_1635	54.48	8	Office	Safe
2018_1636	54.02	4	Office	Safe
2018_1637	188.57	9	Warehouse	Safe
2018_1638	40.71	5	Office	Safe
2018_1639	31.13	6	Office	Safe
2018_1640	27.59	7	Office	Safe
2018_1641	185.5	67	Warehouse	NonCompliant
2018_1642	57.91	4	Office	Safe
2018_1643	234.09	7	Warehouse	Safe
2018_1644	36.19	8	Office	Safe
2018_1645	44.49	7	Office	Safe
2018_1646	43.93	32	Office	Compliant
2018_1647	72.16	5	Office	Safe
2018_1648	32.67	3	Office	Safe
2018_1649	48.83	5	Office	Safe
2018_1650	46.07	3	Office	Safe
2018_1651	165.2	74	Warehouse	NonCompliant
2018_1652	56.12	3	Office	Safe
2018_1653	178.39	11	Warehouse	Safe
2018_1654	71.55	4	Office	Safe
2018_1655	172.43	11	Warehouse	Safe
2018_1656	64.15	6	Office	Safe
2018_1657	200.37	6	Warehouse	Safe
2018_1658	39.31	6	Office	Safe
2018_1659	57.9	34	Office	Compliant
2018_1660	59.46	6	Office	Safe
2018_1661	47.39	7	Office	Safe
2018_1662	55.47	9	Office	Safe
2018_1663	43.23	3	Office	Safe
2018_1664	63.05	1	Office	Safe
2018_1665	37.47	5	Office	Safe
2018_1666	45.75	16	Office	Safe
2018_1667	43.7	7	Office	Safe
2018_1668	73.66	5	Office	Safe
2018_1669	44.62	2	Office	Safe
2018_1670	49.86	5	Office	Safe
2018_1671	52.99	9	Office	Safe
2018_1672	52.85	5	Office	Safe
2018_1673	41.5	5	Office	Safe
2018_1674	47.87	4	Office	Safe
2018_1675	56.74	3	Office	Safe
2018_1676	192.74	13	Warehouse	Safe
2018_1677	47.95	8	Office	Safe
2018_1678	154.93	14	Warehouse	Safe
2018_1679	55.34	5	Office	Safe
2018_1680	59.09	5	Office	Safe
2018_1681	49.98	4	Office	Safe
2018_1682	29.96	6	Office	Safe
2018_1683	63.19	21	Office	Compliant
2018_1684	194.37	15	Warehouse	Safe
2018_1685	72.99	4	Office	Safe
2018_1686	47.97	27	Office	Compliant
2018_1687	58.07	11	Office	Safe
2018_1688	179.52	8	Warehouse	Safe
2018_1689	61.34	5	Office	Safe
2018_1690	46.51	8	Office	Safe
2018_1691	209.27	11	Warehouse	Safe
2018_1692	164.26	11	Warehouse	Safe
2018_1693	47.84	4	Office	Safe
2018_1694	34.68	7	Office	Safe
2018_1695	33.63	5	Office	Safe
2018_1696	54	4	Office	Safe
2018_1697	68.63	8	Office	Safe
2018_1698	39.32	5	Office	Safe
2018_1699	189.88	9	Warehouse	Safe
2018_1700	40.05	0	Office	Safe
2018_1701	54.58	5	Office	Safe
2018_1702	29.32	6	Office	Safe
2018_1703	46.47	7	Office	Safe
2018_1704	52.3	4	Office	Safe
2018_1705	48.35	7	Office	Safe
2018_1706	40.72	6	Office	Safe
2018_1707	53.28	5	Office	Safe
2018_1708	29.85	6	Office	Safe
2018_1709	49.66	33	Office	Compliant
2018_1710	209.64	7	Warehouse	Safe
2018_1711	42.6	2	Office	Safe
2018_1712	159.31	10	Warehouse	Safe
2018_1713	51.82	20	Office	Compliant
2018_1714	43.42	8	Office	Safe
2018_1715	185.27	9	Warehouse	Safe
2018_1716	55.19	4	Office	Safe
2018_1717	47.01	6	Office	Safe
2018_1718	40.84	25	Office	Compliant
2018_1719	44.2	24	Office	Compliant
2018_1720	219.84	15	Warehouse	Safe
2018_1721	48.05	18	Office	Safe
2018_1722	34.84	8	Office	Safe
2018_1723	58.1	2	Office	Safe
2018_1724	218.67	1	Warehouse	Safe
2018_1725	41.94	6	Office	Safe
2018_1726	202.02	38	Warehouse	Compliant
2018_1727	66.32	6	Office	Safe
2018_1728	42.77	7	Office	Safe
2018_1729	46.63	43	Office	NonCompliant
2018_1730	50.78	5	Office	Safe
2018_1731	46.85	4	Office	Safe
2018_1732	56.83	5	Office	Safe
2018_1733	52.03	4	Office	Safe
2018_1734	50.49	3	Office	Safe
2018_1735	43.42	23	Office	Compliant
2018_1736	64.94	1	Office	Safe
2018_1737	187.12	99	Warehouse	NonCompliant
2018_1738	51.73	61	Office	NonCompliant
2018_1739	49.46	8	Office	Safe
2018_1740	35.67	5	Office	Safe
2018_1741	47.25	6	Office	Safe
2018_1742	54.41	4	Office	Safe
2018_1743	64.5	5	Office	Safe
2018_1744	51.39	4	Office	Safe
2018_1745	34.77	4	Office	Safe
2018_1746	63.42	26	Office	Compliant
2018_1747	56.61	8	Office	Safe
2018_1748	216.66	9	Warehouse	Safe
2018_1749	49.25	25	Office	Compliant
2018_1750	49.19	7	Office	Safe
2018_1751	39.83	4	Office	Safe
2018_1752	189.77	16	Warehouse	Safe
2018_1753	50.66	36	Office	Compliant
2018_1754	199.33	9	Warehouse	Safe
2018_1755	48.71	5	Office	Safe
2018_1756	49.83	9	Office	Safe
2018_1757	66.63	9	Office	Safe
2018_1758	208.52	5	Warehouse	Safe
2018_1759	45.56	4	Office	Safe
2018_1760	50.65	3	Office	Safe
2018_1761	50.9	9	Office	Safe
2018_1762	47.11	6	Office	Safe
2018_1763	148.83	1	Warehouse	Safe
2018_1764	31.88	7	Office	Safe
2018_1765	179.7	9	Warehouse	Safe
2018_1766	38.13	2	Office	Safe
2018_1767	25.78	3	Office	Safe
2018_1768	59.01	35	Office	Compliant
2018_1769	44.82	7	Office	Safe
2018_1770	72.05	7	Office	Safe
2018_1771	55.44	5	Office	Safe
2018_1772	51.3	5	Office	Safe
2018_1773	163.89	8	Warehouse	Safe
2018_1774	58.88	5	Office	Safe
2018_1775	175.06	9	Warehouse	Safe
2018_1776	44.15	5	Office	Safe
2018_1777	176.23	16	Warehouse	Safe
2018_1778	54.94	7	Office	Safe
2018_1779	194.22	12	Warehouse	Safe
2018_1780	171.79	6	Warehouse	Safe
2018_1781	182.99	5	Warehouse	Safe
2018_1782	58.13	30	Office	Compliant
2018_1783	169.85	99	Warehouse	NonCompliant
2018_1784	39.61	6	Office	Safe
2018_1785	53.66	6	Office	Safe
2018_1786	162.3	74	Warehouse	NonCompliant
2018_1787	28.32	3	Office	Safe
2018_1788	51.17	43	Office	NonCompliant
2018_1789	55.8	5	Office	Safe
2018_1790	179.24	7	Warehouse	Safe
2018_1791	51.27	6	Office	Safe
2018_1792	46.7	6	Office	Safe
2018_1793	53.95	3	Office	Safe
2018_1794	62.54	4	Office	Safe
2018_1795	39.57	6	Office	Safe
2018_1796	173.72	10	Warehouse	Safe
2018_1797	63.18	5	Office	Safe
2018_1798	62.86	3	Office	Safe
2018_1799	59.03	4	Office	Safe
2018_1800	170.85	16	Warehouse	Safe
2018_1801	54.62	6	Office	Safe
2018_1802	68.87	18	Office	Safe
2018_1803	45.53	5	Office	Safe
2018_1804	57.2	2	Office	Safe
2018_1805	65.32	3	Office	Safe
2018_1806	172.78	8	Warehouse	Safe
2018_1807	44.3	3	Office	Safe
2018_1808	48.96	6	Office	Safe
2018_1809	44.12	2	Office	Safe
2018_1810	47.88	45	Office	NonCompliant
2018_1811	74.14	5	Office	Safe
2018_1812	52.54	22	Office	Compliant
2018_1813	40.61	4	Office	Safe
2018_1814	53.45	5	Office	Safe
2018_1815	59.21	26	Office	Compliant
2018_1816	42.26	6	Office	Safe
2018_1817	36.91	3	Office	Safe
2018_1818	34.28	2	Office	Safe
2018_1819	53.27	4	Office	Safe
2018_1820	48.29	5	Office	Safe
2018_1821	55.15	18	Office	Safe
2018_1822	38.97	4	Office	Safe
2018_1823	17.81	26	Office	Compliant
2018_1824	68.26	6	Office	Safe
2018_1825	53.9	4	Office	Safe
2018_1826	186.26	4	Warehouse	Safe
2018_1827	50.77	32	Office	Compliant
2018_1828	48.14	2	Office	Safe
2018_1829	55.64	5	Office	Safe
2018_1830	58.93	6	Office	Safe
2018_1831	57.26	6	Office	Safe
2018_1832	55.67	3	Office	Safe
2018_1833	46.73	5	Office	Safe
2018_1834	176.01	16	Warehouse	Safe
2018_1835	141.96	15	Warehouse	Safe
2018_1836	157.73	12	Warehouse	Safe
2018_1837	55.43	4	Office	Safe
2018_1838	56.36	19	Office	Compliant
2018_1839	59.55	8	Office	Safe
2018_1840	45.9	7	Office	Safe
2018_1841	68.6	4	Office	Safe
2018_1842	62.03	6	Office	Safe
2018_1843	33.4	9	Office	Safe
2018_1844	179.68	0	Warehouse	Safe
2018_1845	50.03	3	Office	Safe
2018_1846	53.57	4	Office	Safe
2018_1847	53.96	1	Office	Safe
2018_1848	52.41	3	Office	Safe
2018_1849	39.59	3	Office	Safe
2018_1850	34.77	5	Office	Safe
2018_1851	179.76	8	Warehouse	Safe
2018_1852	51.49	2	Office	Safe
2018_1853	37.02	2	Office	Safe
2018_1854	38.19	15	Office	Safe
2018_1855	32.88	6	Office	Safe
2018_1856	201.54	90	Warehouse	NonCompliant
2018_1857	179.23	6	Warehouse	Safe
2018_1858	49.18	5	Office	Safe
2018_1859	26.14	5	Office	Safe
2018_1860	171.65	15	Warehouse	Safe
2018_1861	55.51	8	Office	Safe
2018_1862	47.65	4	Office	Safe
2018_1863	199.92	0	Warehouse	Safe
2018_1864	66.05	36	Office	Compliant
2018_1865	157.02	21	Warehouse	Compliant
2018_1866	202.18	1	Warehouse	Safe
2018_1867	193.31	8	Warehouse	Safe
2018_1868	41.22	8	Office	Safe
2018_1869	40.18	4	Office	Safe
2018_1870	42.41	7	Office	Safe
2018_1871	196.23	4	Warehouse	Safe
2018_1872	66.21	4	Office	Safe
2018_1873	44.78	6	Office	Safe
2018_1874	59.73	8	Office	Safe
2018_1875	58.03	24	Office	Compliant
2018_1876	44.64	6	Office	Safe
2018_1877	55.07	1	Office	Safe
2018_1878	57.36	7	Office	Safe
2018_1879	69.49	1	Office	Safe
2018_1880	163.36	15	Warehouse	Safe
2018_1881	177.09	7	Warehouse	Safe
2018_1882	50.07	4	Office	Safe
2018_1883	48.1	9	Office	Safe
2018_1884	60.28	2	Office	Safe
2018_1885	58.08	4	Office	Safe
2018_1886	183.14	9	Warehouse	Safe
2018_1887	55.76	7	Office	Safe
2018_1888	58.44	19	Office	Compliant
2018_1889	190.06	19	Warehouse	Safe
2018_1890	41.21	5	Office	Safe
2018_1891	200.6	18	Warehouse	Safe
2018_1892	44.71	6	Office	Safe
2018_1893	50.45	15	Office	Safe
2018_1894	47.16	4	Office	Safe
2018_1895	168.56	5	Warehouse	Safe
2018_1896	40.01	1	Office	Safe
2018_1897	49.93	5	Office	Safe
2018_1898	207.05	13	Warehouse	Safe
2018_1899	66.42	4	Office	Safe
2018_1900	53.76	4	Office	Safe
2018_1901	63.08	9	Office	Safe
2018_1902	37.5	6	Office	Safe
2018_1903	54.53	4	Office	Safe
2018_1904	37.52	1	Office	Safe
2018_1905	179.33	5	Warehouse	Safe
2018_1906	57.64	8	Office	Safe
2018_1907	49.69	5	Office	Safe
2018_1908	44.75	3	Office	Safe
2018_1909	34.46	4	Office	Safe
2018_1910	36.31	6	Office	Safe
2018_1911	41.61	12	Office	Safe
2018_1912	31.85	37	Office	Compliant
2018_1913	62.3	6	Office	Safe
2018_1914	62.67	1	Office	Safe
2018_1915	49.88	5	Office	Safe
2018_1916	163.82	79	Warehouse	NonCompliant
2018_1917	48.37	4	Office	Safe
2018_1918	43.65	8	Office	Safe
2018_1919	196.56	1	Warehouse	Safe
2018_1920	37.26	5	Office	Safe
2018_1921	58.43	5	Office	Safe
2018_1922	41.6	7	Office	Safe
2018_1923	42.08	7	Office	Safe
2018_1924	62.39	4	Office	Safe
2018_1925	41.39	8	Office	Safe
2018_1926	58.91	6	Office	Safe
2018_1927	51.51	5	Office	Safe
2018_1928	210.88	12	Warehouse	Safe
2018_1929	170.72	1	Warehouse	Safe
2018_1930	57.78	1	Office	Safe
2018_1931	207.13	13	Warehouse	Safe
2018_1932	56.61	6	Office	Safe
2018_1933	198.1	3	Warehouse	Safe
2018_1934	51.06	7	Office	Safe
2018_1935	50.89	5	Office	Safe
2018_1936	49.81	6	Office	Safe
2018_1937	39.76	8	Office	Safe
2018_1938	40	6	Office	Safe
2018_1939	68.44	6	Office	Safe
2018_1940	49.68	5	Office	Safe
2018_1941	57.58	35	Office	Compliant
2018_1942	32.54	8	Office	Safe
2018_1943	59.87	4	Office	Safe
2018_1944	170.22	16	Warehouse	Safe
2018_1945	62.59	4	Office	Safe
2018_1946	58.37	2	Office	Safe
2018_1947	200.21	5	Warehouse	Safe
2018_1948	42.57	5	Office	Safe
2018_1949	217.76	4	Warehouse	Safe
2018_1950	41.37	17	Office	Safe
2018_1951	156.2	4	Warehouse	Safe
2018_1952	55.28	2	Office	Safe
2018_1953	49.61	4	Office	Safe
2018_1954	35.44	6	Office	Safe
2018_1955	50.22	8	Office	Safe
2018_1956	46.64	5	Office	Safe
2018_1957	48.56	26	Office	Compliant
2018_1958	194.29	10	Warehouse	Safe
2018_1959	36.51	7	Office	Safe
2018_1960	48.84	5	Office	Safe
2018_1961	50.26	5	Office	Safe
2018_1962	47.43	2	Office	Safe
2018_1963	154.75	13	Warehouse	Safe
2018_1964	49.48	4	Office	Safe
2018_1965	43.44	31	Office	Compliant
2018_1966	45.87	6	Office	Safe
2018_1967	45.86	7	Office	Safe
2018_1968	45.28	7	Office	Safe
2018_1969	49.38	37	Office	Compliant
2018_1970	40.61	4	Office	Safe
2018_1971	175.82	80	Warehouse	NonCompliant
2018_1972	55.67	2	Office	Safe
2018_1973	188.51	13	Warehouse	Safe
2018_1974	52.86	24	Office	Compliant
2018_1975	35.32	2	Office	Safe
2018_1976	60.24	4	Office	Safe
2018_1977	190.94	20	Warehouse	Safe
2018_1978	56.86	4	Office	Safe
2018_1979	192.32	14	Warehouse	Safe
2018_1980	60.75	59	Office	NonCompliant
2018_1981	45.26	4	Office	Safe
2018_1982	51.72	5	Office	Safe
2018_1983	66.95	5	Office	Safe
2018_1984	38.5	7	Office	Safe
2018_1985	58.64	20	Office	Compliant
2018_1986	38.7	8	Office	Safe
2018_1987	59.16	8	Office	Safe
2018_1988	181.04	58	Warehouse	Compliant
2018_1989	35.97	7	Office	Safe
2018_1990	43.86	6	Office	Safe
2018_1991	168.22	9	Warehouse	Safe
2018_1992	38.58	3	Office	Safe
2018_1993	49.62	4	Office	Safe
2018_1994	181.67	8	Warehouse	Safe
2018_1995	166.1	18	Warehouse	Safe
2018_1996	59.76	4	Office	Safe
2018_1997	51.22	36	Office	Compliant
2018_1998	190.16	12	Warehouse	Safe
2018_1999	49.3	5	Office	Safe
2018_2000	72.9	7	Office	Safe
2018_2001	48.63	7	Office	Safe
2018_2002	53.08	2	Office	Safe
2018_2003	168.76	7	Warehouse	Safe
2018_2004	34.95	0	Office	Safe
2018_2005	54.26	3	Office	Safe
2018_2006	178.48	7	Warehouse	Safe
2018_2007	37.68	4	Office	Safe
2018_2008	23.06	15	Office	Safe
2018_2009	47.09	27	Office	Compliant
2018_2010	169.56	17	Warehouse	Safe
2018_2011	23.03	21	Office	Compliant
2018_2012	41.14	6	Office	Safe
2018_2013	47.23	5	Office	Safe
2018_2014	49.09	5	Office	Safe
2018_2015	77.94	8	Office	Safe
2018_2016	34.96	6	Office	Safe
2018_2017	50.72	5	Office	Safe
2018_2018	55.99	3	Office	Safe
2018_2019	58.89	42	Office	NonCompliant
2018_2020	73.97	3	Office	Safe
2018_2021	45.01	7	Office	Safe
2018_2022	220.39	7	Warehouse	Safe
2018_2023	164.03	86	Warehouse	NonCompliant
2018_2024	67.77	4	Office	Safe
2018_2025	52.59	6	Office	Safe
2018_2026	57.57	1	Office	Safe
2018_2027	53.69	21	Office	Compliant
2018_2028	57.25	6	Office	Safe
2018_2029	42.54	5	Office	Safe
2018_2030	35.11	15	Office	Safe
2018_2031	40.09	5	Office	Safe
2018_2032	34.95	35	Office	Compliant
2018_2033	68.7	3	Office	Safe
2018_2034	44.74	25	Office	Compliant
2018_2035	172.02	14	Warehouse	Safe
2018_2036	46.36	3	Office	Safe
2018_2037	46.17	3	Office	Safe
2018_2038	60.65	5	Office	Safe
2018_2039	51.32	3	Office	Safe
2018_2040	42.01	4	Office	Safe
2018_2041	44.31	19	Office	Compliant
2018_2042	41.13	4	Office	Safe
2018_2043	44.84	2	Office	Safe
2018_2044	44.97	8	Office	Safe
2018_2045	59.47	5	Office	Safe
2018_2046	47.67	4	Office	Safe
2018_2047	52.98	3	Office	Safe
2018_2048	58.13	4	Office	Safe
2018_2049	21.6	3	Office	Safe
2018_2050	47.48	2	Office	Safe
2018_2051	49.55	3	Office	Safe
2018_2052	51.53	8	Office	Safe
2018_2053	51.09	7	Office	Safe
2018_2054	207.44	13	Warehouse	Safe
2018_2055	49.17	0	Office	Safe
2018_2056	44.51	1	Office	Safe
2018_2057	167.46	11	Warehouse	Safe
2018_2058	62.04	5	Office	Safe
2018_2059	52.69	1	Office	Safe
2018_2060	42.2	5	Office	Safe
2018_2061	50.54	8	Office	Safe
2018_2062	54.82	3	Office	Safe
2018_2063	40.05	5	Office	Safe
2018_2064	50.62	7	Office	Safe
2018_2065	58.4	7	Office	Safe
2018_2066	38.27	8	Office	Safe
2018_2067	51.37	2	Office	Safe
2018_2068	56.87	6	Office	Safe
2018_2069	61.92	4	Office	Safe
2018_2070	37.27	6	Office	Safe
2018_2071	54.39	3	Office	Safe
2018_2072	62.52	41	Office	NonCompliant
2018_2073	59.04	6	Office	Safe
2018_2074	63.68	4	Office	Safe
2018_2075	64.48	5	Office	Safe
2018_2076	44.67	5	Office	Safe
2018_2077	40.9	5	Office	Safe
2018_2078	59.84	37	Office	Compliant
2018_2079	162.96	22	Warehouse	Compliant
2018_2080	45.07	4	Office	Safe
2018_2081	37.62	3	Office	Safe
2018_2082	51.67	5	Office	Safe
2018_2083	197.07	14	Warehouse	Safe
2018_2084	54.1	8	Office	Safe
2018_2085	39.67	5	Office	Safe
2018_2086	35.14	5	Office	Safe
2018_2087	22.27	7	Office	Safe
2018_2088	187.37	14	Warehouse	Safe
2018_2089	44.22	22	Office	Compliant
2018_2090	55.39	2	Office	Safe
2018_2091	197.08	14	Warehouse	Safe
2018_2092	51.42	35	Office	Compliant
2018_2093	58	46	Office	NonCompliant
2018_2094	56.91	5	Office	Safe
2018_2095	55.43	4	Office	Safe
2018_2096	56.23	4	Office	Safe
2018_2097	49.93	11	Office	Safe
2018_2098	40.71	6	Office	Safe
2018_2099	59.64	6	Office	Safe
2018_2100	35.39	8	Office	Safe
2018_2101	31.58	6	Office	Safe
2018_2102	55.56	4	Office	Safe
2018_2103	46.57	6	Office	Safe
2018_2104	36.84	5	Office	Safe
2018_2105	54.27	6	Office	Safe
2018_2106	171.83	50	Warehouse	Compliant
2018_2107	39.26	7	Office	Safe
2018_2108	51.75	6	Office	Safe
2018_2109	201.38	1	Warehouse	Safe
2018_2110	164.56	0	Warehouse	Safe
2018_2111	63.43	10	Office	Safe
2018_2112	55.09	4	Office	Safe
2018_2113	57.26	6	Office	Safe
2018_2114	43.98	4	Office	Safe
2018_2115	51.97	5	Office	Safe
2018_2116	191.59	12	Warehouse	Safe
2018_2117	54.06	20	Office	Compliant
2018_2118	54.92	2	Office	Safe
2018_2119	54.55	7	Office	Safe
2018_2120	209.76	18	Warehouse	Safe
2018_2121	45.7	7	Office	Safe
2018_2122	50.87	4	Office	Safe
2018_2123	48.72	6	Office	Safe
2018_2124	41.94	3	Office	Safe
2018_2125	62.56	8	Office	Safe
2018_2126	56.63	5	Office	Safe
2018_2127	32.9	16	Office	Safe
2018_2128	47.58	10	Office	Safe
2018_2129	52.06	3	Office	Safe
2018_2130	167.83	70	Warehouse	NonCompliant
2018_2131	42.86	24	Office	Compliant
2018_2132	47.04	7	Office	Safe
2018_2133	41.31	5	Office	Safe
2018_2134	45.15	7	Office	Safe
2018_2135	73.18	8	Office	Safe
2018_2136	53.04	37	Office	Compliant
2018_2137	65.93	3	Office	Safe
2018_2138	32.58	6	Office	Safe
2018_2139	35.6	1	Office	Safe
2018_2140	183.61	6	Warehouse	Safe
2018_2141	62.6	6	Office	Safe
2018_2142	48.86	7	Office	Safe
2018_2143	47.76	25	Office	Compliant
2018_2144	48.47	9	Office	Safe
2018_2145	39.57	4	Office	Safe
2018_2146	61.6	3	Office	Safe
2018_2147	194.87	8	Warehouse	Safe
2018_2148	35.57	44	Office	NonCompliant
2018_2149	49.68	9	Office	Safe
2018_2150	58.46	5	Office	Safe
2018_2151	59.6	5	Office	Safe
2018_2152	150	8	Warehouse	Safe
2018_2153	176.17	5	Warehouse	Safe
2018_2154	209.43	64	Warehouse	NonCompliant
2018_2155	45.24	5	Office	Safe
2018_2156	48.77	6	Office	Safe
2018_2157	51.36	33	Office	Compliant
2018_2158	53.75	6	Office	Safe
2018_2159	35.52	6	Office	Safe
